City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Sovetskiy,RU,2022-02-28 22:08:25,61.3614,63.5842,27.84,77,70,15.93
295,Yar-Sale,RU,2022-02-28 22:08:25,66.8333,70.8333,24.37,92,99,15.99
296,Broken Hill,AU,2022-02-28 22:08:25,-31.95,141.4333,69.8,67,2,10.6
297,Mount Isa,AU,2022-02-28 22:08:26,-20.7333,139.5,88.93,28,16,12.82
298,Namatanai,PG,2022-02-28 22:08:26,-3.6667,152.4333,80.1,80,100,4.25
299,Meulaboh,ID,2022-02-28 22:07:16,4.1363,96.1285,74.32,95,100,5.55
300,Otradnoye,RU,2022-02-28 22:08:27,59.7775,30.8181,28.45,97,8,4.07
301,Souillac,MU,2022-02-28 22:08:27,-20.5167,57.5167,78.03,89,99,5.64
302,New Norfolk,AU,2022-02-28 22:08:28,-42.7826,147.0587,65.91,90,100,1.01
303,Humaita,BR,2022-02-28 22:08:28,-7.5061,-63.0208,75.87,95,99,2.04
304,Srednekolymsk,RU,2022-02-28 22:08:28,67.45,153.6833,-4.34,99,100,6.58
305,Cairns,AU,2022-02-28 22:08:29,-16.9167,145.7667,85.06,85,75,1.14
306,Kendari,ID,2022-02-28 22:08:29,-3.945,122.4989,74.89,92,72,2.33
307,Poum,NC,2022-02-28 22:08:30,-20.2333,164.0167,82.71,82,100,19.8
308,Bukachacha,RU,2022-02-28 22:08:30,52.9833,116.9167,-3.89,100,91,2.48
309,Teknaf,BD,2022-02-28 22:08:31,20.8624,92.3058,70.0,64,70,10.29
310,Mbigou,GA,2022-02-28 22:08:31,-1.9005,11.906,67.84,99,65,1.95
311,Taltal,CL,2022-02-28 22:08:32,-25.4,-70.4833,67.08,78,27,2.3
312,Barcelos,PT,2022-02-28 22:08:32,41.5388,-8.6151,52.83,80,100,1.57
313,Kirakira,SB,2022-02-28 22:08:32,-10.4544,161.9205,80.22,84,100,5.88
314,Honiara,SB,2022-02-28 22:08:33,-9.4333,159.95,79.34,80,100,0.56
315,Buala,SB,2022-02-28 22:08:33,-8.145,159.5921,81.16,81,97,2.37
316,Terrasini,IT,2022-02-28 22:08:34,38.146,13.0844,48.81,72,81,7.49
317,Roald,NO,2022-02-28 22:08:34,62.5833,6.1333,41.85,69,100,13.49
318,Beyneu,KZ,2022-02-28 22:08:35,45.3167,55.2,42.1,87,100,10.11
319,Havelock,US,2022-02-28 22:08:35,34.8791,-76.9013,51.06,57,5,11.54
320,Margate,GB,2022-02-28 22:08:35,51.3813,1.3862,47.61,75,100,17.18
321,Port Hedland,AU,2022-02-28 22:08:36,-20.3167,118.5667,85.39,73,98,10.13
322,Port-Gentil,GA,2022-02-28 22:08:36,-0.7193,8.7815,81.82,78,100,10.78
323,Verkhnevilyuysk,RU,2022-02-28 22:08:36,63.4453,120.3167,-23.71,100,100,1.86
324,Lannion,FR,2022-02-28 22:08:37,48.75,-3.4167,51.78,89,100,8.05
325,Kupang,ID,2022-02-28 22:08:37,-10.1667,123.5833,78.35,85,100,9.53
326,Harlingen,US,2022-02-28 22:05:24,26.1906,-97.6961,71.35,40,0,11.5
327,Aquiraz,BR,2022-02-28 22:09:38,-3.9014,-38.3911,79.79,77,100,10.22
328,Isangel,VU,2022-02-28 22:09:38,-19.55,169.2667,84.31,79,100,13.8
329,Kharan,PK,2022-02-28 22:09:39,28.5833,65.4167,63.7,45,1,1.16
330,Pevek,RU,2022-02-28 22:09:39,69.7008,170.3133,4.44,94,100,6.15
331,Le Port,RE,2022-02-28 22:09:39,-20.9373,55.2919,78.76,79,2,8.05
332,Lebork,PL,2022-02-28 22:09:40,54.5392,17.7501,32.92,61,1,5.01
333,Prince Rupert,CA,2022-02-28 22:09:40,54.3161,-130.3201,40.73,93,100,3.74
334,Pacific Grove,US,2022-02-28 22:09:41,36.6177,-121.9166,62.67,54,5,7.76
335,Raudeberg,NO,2022-02-28 22:09:41,61.9875,5.1352,38.89,92,100,25.93
336,Hami,CN,2022-02-28 22:09:42,42.8,93.45,31.24,16,0,4.85
337,San Borja,BO,2022-02-28 22:09:42,-14.8167,-66.85,85.39,69,80,4.54
338,Pacifica,US,2022-02-28 22:09:42,37.6138,-122.4869,62.82,52,29,8.21
339,San Juan,AR,2022-02-28 22:06:49,-31.5375,-68.5364,84.92,21,0,12.19
340,San Vicente,AR,2022-02-28 22:09:43,-26.6167,-54.1333,80.13,62,81,4.63
341,Mount Gambier,AU,2022-02-28 22:09:43,-37.8333,140.7667,63.0,94,100,4.65
342,Hurghada,EG,2022-02-28 22:07:32,27.2574,33.8129,64.51,33,26,13.87
343,Weyburn,CA,2022-02-28 22:09:44,49.6668,-103.8511,19.8,91,100,3.78
344,Taylor,US,2022-02-28 22:05:57,32.3001,-99.8337,63.39,16,98,7.16
345,Zavodoukovsk,RU,2022-02-28 22:09:44,56.5042,66.5515,31.46,86,93,17.34
346,Corn Island,NI,2022-02-28 22:09:45,12.1694,-83.0418,79.9,70,7,13.42
347,Garowe,SO,2022-02-28 22:09:46,8.4054,48.4845,69.06,72,91,12.84
348,Sikasso,ML,2022-02-28 22:09:46,10.9167,-7.0,84.45,43,25,4.68
349,Manokwari,ID,2022-02-28 22:09:46,-0.8667,134.0833,77.52,82,100,5.41
350,Camacupa,AO,2022-02-28 22:09:47,-12.0167,17.4833,62.31,92,78,2.71
351,Waipawa,NZ,2022-02-28 22:09:47,-41.4122,175.5153,59.52,62,76,3.38
352,Bagdarin,RU,2022-02-28 22:09:48,54.4333,113.6,-4.92,96,98,3.89
353,Mahajanga,MG,2022-02-28 22:09:48,-15.7167,46.3167,78.49,82,99,4.23
354,Hithadhoo,MV,2022-02-28 22:06:13,-0.6,73.0833,82.72,72,19,8.99
355,Flinders,AU,2022-02-28 22:09:49,-34.5833,150.8552,70.07,89,85,9.26
356,Kungurtug,RU,2022-02-28 22:09:49,50.5994,97.5228,-2.07,92,100,1.81
357,Tres Picos,MX,2022-02-28 22:09:50,15.8667,-93.5333,92.57,35,1,11.74
358,Pozo Colorado,PY,2022-02-28 22:09:50,-23.4923,-58.7972,96.06,34,100,3.71
359,Dunedin,NZ,2022-02-28 22:09:50,-45.8742,170.5036,62.8,66,100,3.0
360,Mehamn,NO,2022-02-28 22:09:51,71.0357,27.8492,26.91,88,100,8.75
361,Samana,DO,2022-02-28 22:09:51,19.2056,-69.3369,77.86,75,6,8.25
362,Itapicuru,BR,2022-02-28 22:09:52,-11.3167,-38.2333,78.58,63,12,15.79
363,Aklavik,CA,2022-02-28 22:09:52,68.2191,-135.0107,-5.6,92,9,15.14
364,Te Anau,NZ,2022-02-28 22:09:53,-45.4167,167.7167,61.86,81,98,0.89
365,Yumen,CN,2022-02-28 22:09:53,40.2833,97.2,21.49,44,12,5.82
366,Prainha,BR,2022-02-28 22:09:53,-1.8,-53.48,78.26,82,79,3.78
367,Leningradskiy,RU,2022-02-28 22:09:54,69.3833,178.4167,10.87,85,99,4.63
368,Byron Bay,AU,2022-02-28 22:09:54,-28.65,153.6167,76.87,89,94,12.48
369,Pemangkat,ID,2022-02-28 22:07:17,1.1667,108.9667,77.38,91,100,8.43
370,Grindavik,IS,2022-02-28 22:09:36,63.8424,-22.4338,35.76,85,100,37.78
371,Lagoa,PT,2022-02-28 22:07:09,39.05,-27.9833,58.48,66,59,5.23
372,Sibolga,ID,2022-02-28 22:10:55,1.7427,98.7792,74.7,95,100,3.18
373,Labytnangi,RU,2022-02-28 22:10:56,66.6572,66.4183,29.61,84,100,16.73
374,Mahanoro,MG,2022-02-28 22:10:56,-19.9,48.8,74.41,92,33,2.75
375,Keffi,NG,2022-02-28 22:10:57,8.8486,7.8736,84.56,19,2,3.53
376,Iracoubo,GF,2022-02-28 22:10:57,5.4802,-53.2011,77.61,87,38,10.92
377,Praia Da Vitoria,PT,2022-02-28 22:10:57,38.7333,-27.0667,58.55,70,47,0.11
378,Los Llanos De Aridane,ES,2022-02-28 22:10:58,28.6585,-17.9182,62.35,68,75,23.02
379,Kitui,KE,2022-02-28 22:09:14,-1.367,38.0106,67.32,67,43,6.33
380,Kimbe,PG,2022-02-28 22:10:58,-5.5502,150.1429,78.13,89,100,3.4
381,Reconquista,AR,2022-02-28 22:06:18,-29.15,-59.65,72.81,85,100,15.79
382,Pemba,MZ,2022-02-28 22:10:59,-12.974,40.5178,77.76,85,100,6.4
383,Giyon,ET,2022-02-28 22:11:00,8.5333,37.9833,62.78,63,93,8.5
384,Richards Bay,ZA,2022-02-28 22:11:00,-28.783,32.0377,75.4,82,98,5.75
385,Mitu,CO,2022-02-28 22:11:00,1.1983,-70.1733,73.04,96,99,0.38
386,Rockingham,US,2022-02-28 22:09:29,42.9668,-71.0995,20.77,55,11,8.86
387,Camalu,MX,2022-02-28 22:11:01,30.85,-116.0667,69.13,29,100,6.91
388,Pacsa,HU,2022-02-28 22:11:01,46.7198,17.014,31.87,74,85,11.61
389,Zabid,YE,2022-02-28 22:11:02,14.1951,43.3152,77.49,77,10,3.98
390,Dire,ML,2022-02-28 22:11:02,12.2833,-10.9667,85.06,20,17,2.15
391,Bagan,RU,2022-02-28 22:11:03,54.1001,77.6646,10.49,97,100,5.03
392,Maceio,BR,2022-02-28 22:11:03,-9.6658,-35.7353,80.04,78,75,5.75
393,Henties Bay,NA,2022-02-28 22:11:04,-22.116,14.2845,65.48,82,0,3.4
394,Shimoda,JP,2022-02-28 22:11:04,34.6667,138.95,49.23,60,1,12.41
395,Tilichiki,RU,2022-02-28 22:11:05,60.4667,166.1,7.16,95,99,5.23
396,Buraydah,SA,2022-02-28 22:11:05,26.326,43.975,61.75,32,1,9.13
397,Luancheng,CN,2022-02-28 22:11:06,37.8792,114.6517,38.57,36,93,5.55
398,Wamba,NG,2022-02-28 22:08:23,8.9333,8.6,79.63,16,8,4.83
399,Bathsheba,BB,2022-02-28 22:11:06,13.2167,-59.5167,78.4,77,100,15.9
400,Nouakchott,MR,2022-02-28 22:11:07,18.0858,-15.9785,64.33,85,0,21.05
401,Sechura,PE,2022-02-28 22:11:07,-5.5569,-80.8222,77.99,67,52,16.31
402,Kudahuvadhoo,MV,2022-02-28 22:07:26,2.6708,72.8944,83.03,69,86,16.75
403,Save,BJ,2022-02-28 22:11:08,8.0425,2.486,85.64,58,68,9.08
404,Ginda,IN,2022-02-28 22:11:08,30.6945,78.4932,44.01,43,92,7.07
405,Sisimiut,GL,2022-02-28 22:11:09,66.9395,-53.6735,-4.81,92,91,3.4
406,Beringovskiy,RU,2022-02-28 22:11:09,63.05,179.3167,16.54,95,99,8.77
407,Havoysund,NO,2022-02-28 22:11:10,70.9963,24.6622,34.68,83,100,8.46
408,Montevideo,UY,2022-02-28 22:11:10,-34.8335,-56.1674,74.57,48,0,11.52
409,Edea,CM,2022-02-28 22:11:11,3.8,10.1333,79.65,84,68,3.83
410,Afantou,GR,2022-02-28 22:11:11,36.2935,28.1623,54.9,70,100,6.11
411,Visnes,NO,2022-02-28 22:11:12,59.3556,5.2242,40.21,95,100,32.99
412,Businga,CD,2022-02-28 22:11:12,3.3333,20.8833,75.49,32,9,2.57
413,Brooks,CA,2022-02-28 22:11:13,50.5834,-111.8851,31.17,88,100,8.93
414,Hofn,IS,2022-02-28 22:11:13,64.2539,-15.2082,38.75,75,78,22.26
415,Dovolnoye,RU,2022-02-28 22:11:13,54.4958,79.6671,1.18,100,98,6.08
416,Uvat,RU,2022-02-28 22:11:14,59.1433,68.8953,26.2,85,100,13.89
417,Half Moon Bay,US,2022-02-28 22:12:14,37.4636,-122.4286,63.75,51,44,10.13
418,Kamaishi,JP,2022-02-28 22:12:15,39.2667,141.8833,37.04,54,78,5.68
419,Alto Araguaia,BR,2022-02-28 22:12:15,-17.3147,-53.2153,75.2,78,66,5.19
420,Lunenburg,CA,2022-02-28 22:12:16,44.3835,-64.3155,15.96,68,99,17.47
421,Changji,CN,2022-02-28 22:12:16,44.0167,87.3167,18.39,79,23,2.24
422,Koumac,NC,2022-02-28 22:12:17,-20.5667,164.2833,82.45,83,100,10.87
423,Parrsboro,CA,2022-02-28 22:12:17,45.4001,-64.332,14.92,63,99,18.9
424,Gat,IL,2022-02-28 22:12:17,31.61,34.7642,57.4,100,33,2.95
425,Tanete,ID,2022-02-28 22:12:18,-3.9443,119.7848,73.99,96,34,0.94
426,Morondava,MG,2022-02-28 22:12:19,-20.2833,44.2833,79.43,86,100,11.68
427,Urengoy,RU,2022-02-28 22:12:19,65.9667,78.3667,21.43,95,100,9.42
428,Blagoyevo,RU,2022-02-28 22:12:20,63.3667,47.9167,31.55,89,90,10.18
429,Sao Felix Do Xingu,BR,2022-02-28 22:12:20,-6.6447,-51.995,76.35,90,91,1.72
430,Manaquiri,BR,2022-02-28 22:12:20,-3.3167,-60.35,77.58,93,95,2.62
431,Baiyin,CN,2022-02-28 22:12:21,36.5583,104.2081,22.08,34,6,0.67
432,Awbari,LY,2022-02-28 22:12:21,26.5921,12.7805,68.63,16,99,11.05
433,Darnah,LY,2022-02-28 22:12:22,32.767,22.6367,57.61,82,100,10.51
434,Shanhetun,CN,2022-02-28 22:12:22,44.7,127.2,11.37,95,75,7.23
435,Cerrito,CO,2022-02-28 22:12:22,6.8432,-72.694,55.6,97,100,1.28
436,Huanren,CN,2022-02-28 22:12:23,41.2647,125.3667,22.1,97,89,4.32
437,Carangola,BR,2022-02-28 22:12:23,-20.7331,-42.0294,70.39,85,11,3.74
438,Oblivskaya,RU,2022-02-28 22:12:24,48.5362,42.5014,35.58,97,100,6.31
439,Sangar,RU,2022-02-28 22:12:24,63.9242,127.4739,-14.37,97,100,2.77
440,Ushibuka,JP,2022-02-28 22:12:24,32.1906,130.0228,55.62,75,100,13.44
441,Bandarbeyla,SO,2022-02-28 22:12:25,9.4942,50.8122,76.46,70,95,15.35
442,Padang,ID,2022-02-28 22:12:25,-0.9492,100.3543,77.04,86,100,3.0
443,Vagamo,NO,2022-02-28 22:12:26,61.8751,9.0967,18.84,95,100,3.53
444,Shingu,JP,2022-02-28 22:08:20,33.7333,135.9833,45.7,79,3,4.94
445,Wanning,CN,2022-02-28 22:12:26,18.8003,110.3967,66.42,92,70,3.56
446,Yarada,IN,2022-02-28 22:12:27,17.65,83.2667,73.98,60,70,3.56
447,Pili,PH,2022-02-28 22:12:27,13.5833,123.3,72.82,92,49,5.26
448,Kailua,US,2022-02-28 22:12:28,21.4022,-157.7394,80.58,76,92,4.0
449,Boende,CD,2022-02-28 22:12:28,-0.2167,20.8667,76.41,76,100,2.39
450,Bundaberg,AU,2022-02-28 22:12:29,-24.85,152.35,77.56,76,4,7.54
451,Porto Franco,BR,2022-02-28 22:12:29,-6.3383,-47.3992,75.78,89,75,3.42
452,Maba,CN,2022-02-28 22:12:29,24.6841,113.5984,61.81,90,99,0.27
453,Ilulissat,GL,2022-02-28 22:12:30,69.2167,-51.1,19.89,58,100,11.52
454,Lethem,GY,2022-02-28 22:12:30,3.3803,-59.7968,85.14,51,70,8.39
455,Apodi,BR,2022-02-28 22:12:31,-5.6642,-37.7989,82.69,59,87,15.12
456,Buin,CL,2022-02-28 22:12:31,-33.7333,-70.75,84.97,11,0,6.78
457,Merauke,ID,2022-02-28 22:12:32,-8.4667,140.3333,81.32,79,13,9.51
458,Faya,SA,2022-02-28 22:12:32,18.3851,42.4509,59.16,60,21,1.14
459,Ust-Nera,RU,2022-02-28 22:12:32,64.5667,143.2,-11.51,99,99,6.33
460,Troitskoye,RU,2022-02-28 22:12:33,52.9821,84.6757,9.77,95,100,5.01
461,Ridgecrest,US,2022-02-28 22:12:33,35.6225,-117.6709,70.77,10,0,2.71
462,Genhe,CN,2022-02-28 22:12:34,50.7833,121.5167,-3.89,100,100,2.8
463,Soyo,AO,2022-02-28 22:13:34,-6.1349,12.3689,81.37,86,100,5.55
464,Bad Salzungen,DE,2022-02-28 22:13:35,50.8167,10.2333,30.94,62,0,4.94
465,Kars,TR,2022-02-28 22:13:35,40.602,43.095,34.25,80,75,5.75
466,Piombino,IT,2022-02-28 22:13:35,42.9348,10.5221,47.57,55,0,1.99
467,Snyder,US,2022-02-28 22:12:40,32.7179,-100.9176,68.14,10,0,8.05
468,Kutulik,RU,2022-02-28 22:13:36,53.3508,102.7839,21.42,80,100,11.12
469,Talaya,RU,2022-02-28 22:13:36,61.3833,152.75,-8.75,98,100,3.87
470,Cherskiy,RU,2022-02-28 22:13:37,68.75,161.3,0.39,97,100,7.85
471,Mamlyutka,KZ,2022-02-28 22:13:37,54.9375,68.5394,25.23,89,98,14.58
472,Luderitz,NA,2022-02-28 22:13:38,-26.6481,15.1594,66.11,78,0,9.04
473,Ambulu,ID,2022-02-28 22:13:38,-8.345,113.6058,74.91,87,100,3.76
474,Ancud,CL,2022-02-28 22:13:38,-41.8697,-73.8203,57.97,75,96,10.63
475,Esmeraldas,BR,2022-02-28 22:13:39,-19.7625,-44.3139,69.58,81,11,4.99
476,Contamana,PE,2022-02-28 22:13:39,-7.3333,-75.0167,80.24,81,98,2.86
477,Maningrida,AU,2022-02-28 22:13:40,-12.0667,134.2667,78.46,89,45,9.17
478,Xinpu,CN,2022-02-28 22:13:40,34.5997,119.1594,46.8,51,33,13.42
479,Ponta Delgada,PT,2022-02-28 22:13:41,37.7333,-25.6667,60.33,88,93,5.14
480,Constitucion,CL,2022-02-28 22:13:41,-35.3333,-72.4167,68.16,56,0,21.54
481,Olivet,FR,2022-02-28 22:13:42,47.8622,1.8991,40.35,57,41,2.95
482,Provost,CA,2022-02-28 22:13:42,52.3501,-110.2683,22.51,90,93,6.15
483,Muhororo,UG,2022-02-28 22:13:42,0.9381,30.7594,64.27,88,34,2.62
484,Gaoua,BF,2022-02-28 22:13:43,10.2992,-3.2508,88.03,37,96,2.95
485,Vila Franca Do Campo,PT,2022-02-28 22:13:43,37.7167,-25.4333,59.99,92,96,4.23
486,College,US,2022-02-28 22:13:44,64.8569,-147.8028,20.08,83,100,0.0
487,Nelson Bay,AU,2022-02-28 22:13:44,-32.7167,152.15,72.09,86,94,11.16
488,Colchester,GB,2022-02-28 22:13:45,51.8892,0.9042,46.92,90,100,12.68
489,Klaksvik,FO,2022-02-28 22:13:45,62.2266,-6.589,39.7,74,59,42.03
490,Nogliki,RU,2022-02-28 22:13:45,51.8333,143.1667,-1.98,96,100,6.49
491,Ithaca,US,2022-02-28 22:13:46,42.4406,-76.4966,22.01,77,86,1.99
492,Gambela,ET,2022-02-28 22:13:46,8.25,34.5833,83.03,54,98,5.17
493,Shache,CN,2022-02-28 22:13:47,38.4167,77.2406,38.48,34,91,5.06
494,Brokopondo,SR,2022-02-28 22:13:47,4.75,-55.1667,77.52,86,42,6.44
495,Ipubi,BR,2022-02-28 22:13:47,-7.6519,-40.1489,76.55,65,100,4.16
496,Nymburk,CZ,2022-02-28 22:13:48,50.1861,15.0417,29.41,62,6,5.17
497,Moussoro,TD,2022-02-28 22:13:48,13.6408,16.4901,75.36,10,3,11.39
498,Birobidzhan,RU,2022-02-28 22:13:49,48.8,132.95,-4.92,95,9,5.01
499,Coremas,BR,2022-02-28 22:13:49,-7.0144,-37.9458,84.56,47,100,4.56
500,Wattegama,LK,2022-02-28 22:13:49,6.7989,81.4808,73.35,78,96,5.66
501,Barra Do Garcas,BR,2022-02-28 22:13:50,-15.89,-52.2567,78.76,80,1,4.47
502,Taunggyi,MM,2022-02-28 22:13:50,20.7833,97.0333,52.56,36,26,1.48
503,San Marcos De Colon,HN,2022-02-28 22:13:51,13.4333,-86.8,80.33,42,96,8.68
504,Guadalupe Victoria,MX,2022-02-28 22:13:51,32.2869,-115.105,81.57,6,93,15.59
505,Iglesias,IT,2022-02-28 22:13:51,39.3114,8.535,40.78,81,52,2.93
506,Hanmer Springs,NZ,2022-02-28 22:13:52,-42.5167,172.8167,65.82,61,8,3.74
507,Cabedelo,BR,2022-02-28 22:13:52,-6.9811,-34.8339,80.94,75,28,14.09
508,Puerto Penasco,MX,2022-02-28 22:13:53,31.3167,-113.5333,68.92,54,100,7.0
509,Celestun,MX,2022-02-28 22:13:53,20.8667,-90.4,77.94,66,0,14.83
510,Ximei,CN,2022-02-28 22:13:54,24.9639,118.3794,60.35,88,49,2.75
511,Sterling,US,2022-02-28 22:11:03,39.0062,-77.4286,49.53,40,20,4.61
512,Grenaa,DK,2022-02-28 22:14:54,56.4158,10.8783,37.94,83,77,5.01
513,Vidim,RU,2022-02-28 22:14:54,56.4088,103.1106,16.07,92,100,10.71
514,Salalah,OM,2022-02-28 22:14:55,17.0151,54.0924,70.81,75,0,2.46
515,Harper,LR,2022-02-28 22:14:55,4.375,-7.7169,80.28,84,100,6.29
516,Imeni Poliny Osipenko,RU,2022-02-28 22:14:56,52.4201,136.4853,-30.71,99,19,1.72
517,Inuvik,CA,2022-02-28 22:14:56,68.3499,-133.7218,-5.73,90,7,6.91
518,Tezu,IN,2022-02-28 22:14:56,27.9167,96.1667,57.7,57,50,3.83
519,Birjand,IR,2022-02-28 22:14:57,32.8663,59.2211,49.53,63,29,6.4
520,Laguna,US,2022-02-28 22:14:57,38.421,-121.4238,69.89,44,50,5.21
521,Huilong,CN,2022-02-28 22:14:58,31.8111,121.655,49.96,95,100,9.1
522,La Romana,DO,2022-02-28 22:14:58,18.4273,-68.9728,79.61,68,50,7.36
523,Matagami,CA,2022-02-28 22:14:59,49.7502,-77.6328,9.12,85,100,3.78
524,Tallahassee,US,2022-02-28 22:11:34,30.4383,-84.2807,55.83,78,100,8.21
525,North Bend,US,2022-02-28 22:14:59,43.4065,-124.2243,57.33,81,100,20.98
526,Dabakala,CI,2022-02-28 22:15:00,8.3667,-4.4333,85.98,41,75,0.65
527,Sakakah,SA,2022-02-28 22:15:00,29.9697,40.2064,58.51,37,6,7.31
528,Goundam,ML,2022-02-28 22:15:01,16.4145,-3.6708,86.67,35,81,8.21
529,Manakara,MG,2022-02-28 22:15:01,-22.1333,48.0167,73.8,90,22,2.98
530,Ayan,RU,2022-02-28 22:15:02,56.45,138.1667,-0.06,69,100,8.95
531,Greenville,US,2022-02-28 22:15:03,35.6127,-77.3663,57.36,46,0,11.01
532,Cap-Aux-Meules,CA,2022-02-28 22:15:03,47.3821,-61.8597,7.02,79,83,21.88
533,Zalantun,CN,2022-02-28 22:15:04,48.0,122.7167,10.47,84,79,4.34
534,Sijunjung,ID,2022-02-28 22:15:04,-0.6876,100.9537,72.12,98,100,0.96
535,Naze,JP,2022-02-28 22:15:05,28.3667,129.4833,63.01,83,70,14.58
536,Korla,CN,2022-02-28 22:15:05,41.7597,86.1469,32.92,31,0,3.62
537,Qaqortoq,GL,2022-02-28 22:15:06,60.7167,-46.0333,9.19,85,96,3.62
538,Hauterive,FR,2022-02-28 22:15:07,46.0901,3.4459,36.36,86,0,0.78
539,Simao,CN,2022-02-28 22:15:08,22.7886,100.9748,51.78,52,0,0.6
540,Breyten,ZA,2022-02-28 22:15:08,-26.3018,29.987,56.73,81,99,2.53
541,Puruandiro,MX,2022-02-28 22:15:09,20.0833,-101.5,79.63,9,0,7.78
542,Sangin,AF,2022-02-28 22:15:09,32.0728,64.8359,56.77,48,3,2.19
543,Aksu,CN,2022-02-28 22:15:09,41.1231,80.2644,33.93,48,69,1.3
544,Jalu,LY,2022-02-28 22:15:10,29.0331,21.5482,65.88,26,50,6.29
545,Barnsley,GB,2022-02-28 22:15:10,53.55,-1.4833,43.68,89,100,6.49
546,Mogadishu,SO,2022-02-28 22:15:11,2.0371,45.3438,78.08,80,75,19.42
547,Tshikapa,CD,2022-02-28 22:15:11,-6.4167,20.8,71.65,93,60,1.36
548,Udachnyy,RU,2022-02-28 22:15:12,66.4167,112.4,-18.94,100,96,1.61
549,Ngorongoro,TZ,2022-02-28 22:15:12,-3.2397,35.4875,52.61,71,13,4.23
550,Palana,RU,2022-02-28 22:15:12,59.1167,159.9667,5.13,93,100,4.34
551,Tefe,BR,2022-02-28 22:15:13,-3.3542,-64.7114,78.91,94,40,3.44
552,Naustdal,NO,2022-02-28 22:15:13,61.509,5.7168,33.73,98,100,5.73
553,Kodinsk,RU,2022-02-28 22:15:14,58.6881,99.1844,8.56,92,67,7.94
554,Iralaya,HN,2022-02-28 22:15:14,15.0,-83.2333,82.49,67,0,9.98
555,Haimen,CN,2022-02-28 22:15:15,23.1935,116.6142,62.65,85,94,3.4
556,Lompoc,US,2022-02-28 22:15:15,34.6391,-120.4579,84.78,45,0,17.0
557,Estelle,US,2022-02-28 22:15:16,29.8458,-90.1067,64.04,34,0,10.29
558,Talen,IN,2022-02-28 22:16:16,23.5667,76.7167,63.34,33,0,6.87
559,Acarau,BR,2022-02-28 22:16:17,-2.8856,-40.12,80.83,78,88,16.49
560,Karasuk,RU,2022-02-28 22:16:17,53.7377,78.0403,2.34,100,99,5.41
561,Evanston,US,2022-02-28 22:16:18,42.0411,-87.6901,42.69,57,47,10.29
562,Waconia,US,2022-02-28 22:12:35,44.8508,-93.7869,45.01,100,67,6.89
563,Wewak,PG,2022-02-28 22:16:18,-3.5534,143.6268,76.05,90,100,4.36
564,Wuwei,CN,2022-02-28 22:16:19,37.9281,102.6414,21.81,43,1,2.98
565,Kabalo,CD,2022-02-28 22:16:06,-6.05,26.9167,70.5,92,81,1.97
566,Lishan,CN,2022-02-28 22:16:19,31.8576,113.2951,49.32,33,71,6.31
